Full Name,Potential,Preferred Foot,Attacking Work Rate,Defensive Work Rate,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
José Ángel Esmoris Tasende,85,Left,High,High,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60,69,77,80,79,79,55,77,74,80,13,6,13,13,13
Ousmane Dembélé,86,Left,High,Medium,85,75,43,78,76,89,82,64,76,85,94,93,90,78,81,83,58,68,51,76,54,36,77,81,75,42,30,33,6,6,14,10,13
Marco Asensio Willemsen,84,Left,High,Medium,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,40,42,39,13,9,6,12,10
Rúben Diogo da Silva Neves,86,Right,Low,High,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,77,79,76,16,12,10,8,10
Mikel Merino Zazón,86,Left,High,High,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,84,76,9,12,9,13,14
Konrad Laimer,84,Right,Medium,High,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,83,80,75,9,12,12,13,12
Presnel Kimpembe,86,Left,Medium,High,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,81,86,84,7,8,14,15,9
Fabián Ruiz Peña,85,Left,Medium,Medium,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,70,78,75,16,11,7,13,13
Ferland Mendy,84,Left,High,High,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,77,81,80,7,16,9,10,9
Ronaldo Jailson Cabrais Petri,83,Right,Medium,Low,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,24,35,33,12,12,13,15,13
Gabriel Fernando de Jesus,86,Right,High,High,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,45,30,28,13,8,6,6,15
Unai Simón Mendibil,86,Right,Medium,Medium,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,11,18,12,82,79,77,85,85
Victor Osimhen,89,Right,High,Medium,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,36,43,19,14,14,10,9,6
Pierre-Emile Højbjerg,85,Right,High,High,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,83,84,72,9,7,12,11,11
Cristian Romero,88,Right,Medium,High,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,86,86,85,5,7,11,10,14
Raphael Dias Belloli,86,Left,High,High,79,77,45,76,72,87,81,79,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77,78,47,54,38,8,7,13,8,14
Carlos Soler Barragán,88,Right,Medium,Medium,77,78,56,85,66,80,80,85,84,81,78,82,76,83,73,77,58,84,71,76,65,74,78,85,86,67,79,68,6,14,7,13,11
Gregor Kobel,88,Right,Medium,Medium,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,15,15,15,84,80,74,79,88
Pau Francisco Torres,89,Left,Medium,High,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,84,85,83,11,13,13,13,9
Cody Gakpo,87,Right,Medium,Medium,83,82,60,76,75,86,78,76,68,84,86,87,81,81,71,86,75,79,77,83,60,39,81,79,68,43,38,28,15,11,7,9,5
Ronald Araujo,89,Right,Medium,High,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,82,84,84,11,14,9,11,8
Roy Kent,83,Left,High,High,63,66,52,83,67,76,73,72,81,78,53,62,63,83,66,86,61,86,79,70,95,79,72,83,64,82,84,85,15,6,14,8,7
Duván Zapata,83,Right,High,Medium,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,44,24,22,9,9,8,6,8
Ángel Correa,84,Right,High,Medium,75,86,71,80,80,87,82,65,67,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66,42,53,44,13,10,9,8,16
José María Giménez,85,Right,Medium,High,47,37,82,70,33,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38,87,85,85,9,11,7,10,15
Thomas Lemar,86,Left,High,High,82,77,54,84,77,88,85,81,80,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69,55,77,69,11,15,13,7,14
Gleison Bremer Silva Nascimento,87,Right,High,Medium,46,49,86,69,38,62,42,24,69,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43,83,85,83,13,15,13,5,6
Juan Cuadrado,83,Right,High,Medium,84,70,68,81,70,90,82,69,73,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65,75,80,82,5,5,13,6,9
Piotr Zieliński,83,Right,Medium,Medium,73,75,52,85,75,87,80,65,81,87,83,79,85,81,79,79,52,79,57,83,56,75,80,84,58,69,72,71,12,9,12,11,6
Jesús Navas González,83,Right,High,Medium,88,63,73,83,75,80,82,51,79,82,87,84,82,84,84,74,63,80,37,70,75,80,81,83,56,82,77,79,10,10,15,7,13
Gerard Piqué Bernabeu,83,Right,High,Medium,57,65,83,80,57,63,58,43,82,80,48,62,56,80,34,62,73,61,83,51,79,83,66,72,69,82,84,82,10,11,14,15,8
Kasper Schmeichel,83,Right,Medium,Medium,18,12,16,40,15,12,13,15,49,40,42,49,60,82,47,59,60,34,63,14,35,20,13,59,26,14,14,13,81,78,79,81,86
Jordan Henderson,83,Right,High,High,82,73,64,85,71,78,80,74,87,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64,77,81,76,7,13,7,9,13
Fernando Reges Mouta,83,Right,Medium,Medium,62,54,74,86,56,71,65,53,80,78,62,67,70,82,62,76,76,81,81,68,84,84,62,79,54,83,84,82,7,5,9,3,5
Lukáš Hrádecký,83,Right,Medium,Medium,11,11,11,30,9,10,11,15,33,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,10,10,13,84,77,69,82,87
David Josué Jiménez Silva,83,Left,High,Medium,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75,58,53,29,6,15,7,6,12
Oliver Baumann,83,Right,Medium,Medium,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,15,18,14,83,82,79,79,84
Antoine Griezmann,83,Left,Medium,Medium,83,82,83,81,85,84,86,85,80,85,79,80,90,85,83,82,88,85,64,81,73,49,88,85,79,43,54,50,14,8,14,13,14
Luis Alberto Romero Alconchel,83,Right,Medium,Medium,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56,58,58,52,6,8,6,12,11
Roberto Firmino Barbosa de Oliveira,83,Right,High,High,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72,55,64,42,8,11,9,6,10
John Stones,84,Right,High,Medium,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,84,85,82,7,15,11,10,8
Hakim Ziyech,83,Left,High,High,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67,44,57,41,11,7,11,8,14
Jorge Resurrección,83,Right,Medium,Medium,85,69,61,86,56,77,84,77,84,81,72,69,72,84,81,81,59,91,75,75,78,82,76,83,67,81,82,70,14,12,5,10,13
Ricardo Barbosa Pereira,83,Right,High,High,82,66,68,82,59,81,78,52,77,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61,81,84,83,16,12,15,11,11
James Maddison,84,Right,High,Medium,81,76,35,84,73,85,86,84,83,86,77,69,84,78,83,83,51,76,53,80,68,44,81,85,74,59,65,42,11,14,14,12,14
Gerónimo Rulli,82,Right,Medium,Medium,12,15,12,36,16,14,19,20,30,15,56,52,58,79,50,60,65,42,73,17,26,21,12,62,24,15,13,17,82,79,80,81,83
Andrej Kramarić,82,Right,Medium,Medium,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89,35,20,26,8,14,14,7,15
Rafael A. Ferreira Silva,82,Right,High,Medium,78,74,46,77,68,86,78,56,62,85,92,91,90,83,89,75,64,77,40,71,47,58,80,81,59,52,47,39,9,11,11,12,8
Giovanni Di Lorenzo,82,Right,Medium,Medium,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,80,80,75,8,10,8,10,7
David Soria Solís,82,Right,Medium,Medium,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75,18,24,18,12,45,23,22,13,13,82,81,73,81,83
Manuel Locatelli,86,Right,Medium,High,70,69,68,85,64,78,68,64,83,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60,80,82,75,11,12,11,10,15
Robin Gosens,82,Left,High,Medium,82,79,82,80,71,80,69,58,77,81,79,84,71,84,66,76,90,86,76,68,80,77,86,60,55,75,78,79,7,16,15,16,10
Gonçalo Manuel Ganchinho Guedes,85,Right,High,Low,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69,24,34,30,9,12,11,9,9
Jonathan Tah,84,Right,Medium,Medium,35,32,83,78,33,60,37,27,68,66,59,73,48,77,40,60,70,78,92,26,79,81,33,56,38,83,84,81,11,8,7,9,14
Andreas Christensen,86,Right,Low,Medium,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36,85,84,83,10,12,8,6,8
Emre Can,82,Right,Medium,High,64,75,82,83,71,83,77,64,83,79,67,89,72,82,75,85,87,88,86,81,88,84,75,79,68,79,84,85,14,8,8,13,11
Anderson Souza Conceição,82,Left,High,Low,74,81,77,80,76,83,84,85,78,84,84,76,87,79,75,84,66,82,76,86,67,52,83,77,75,45,55,42,13,11,13,12,10
Julian Brandt,85,Right,High,Medium,79,78,52,85,79,86,77,65,81,86,66,67,84,82,83,81,62,80,68,79,39,58,80,84,54,44,45,48,11,16,11,8,9
Timo Werner,84,Right,High,Medium,69,78,75,78,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78,39,20,19,9,9,8,15,9
José Luís Gayà Peña,83,Left,High,Medium,79,61,58,79,58,79,80,49,75,80,81,85,82,83,80,62,53,87,67,59,76,80,75,75,52,79,81,82,13,10,9,12,9
Otávio Edmilson da Silva Monteiro,82,Right,High,High,79,68,57,81,66,86,80,72,78,85,81,76,85,82,83,72,54,86,62,67,80,62,77,83,72,66,67,52,11,12,9,10,15
Alejandro Grimaldo García,83,Left,High,Medium,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,71,76,74,7,13,10,7,13
Raphaël Guerreiro,82,Left,High,Low,86,77,44,88,79,87,85,82,85,87,83,67,90,86,90,78,52,74,50,80,45,83,79,85,54,79,75,76,12,6,8,11,8
André Onana,85,Right,Medium,Medium,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64,27,12,18,14,81,80,86,80,83
Matthias Ginter,83,Right,High,Medium,68,55,82,78,53,61,44,42,78,75,54,64,55,85,49,79,77,75,84,46,72,83,55,72,67,85,86,78,12,10,6,8,10
Sébastien Haller,82,Right,High,Medium,42,83,86,76,83,74,57,46,51,78,56,73,66,82,52,83,82,73,92,65,67,36,87,72,88,40,61,56,6,7,14,7,6
Aritz Elustondo,83,Right,Low,High,72,35,83,84,37,48,53,41,65,78,61,67,59,84,56,44,86,71,78,42,83,82,38,32,43,81,83,82,7,10,12,15,8
Tammy Abraham,85,Right,High,Medium,53,85,86,77,80,80,55,55,53,82,80,85,61,84,53,80,73,79,85,71,68,25,83,73,79,40,29,20,12,7,8,13,13
Ismaël Bennacer,86,Left,High,Medium,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68,76,80,76,9,12,10,16,15
Alejandro Remiro Gargallo,84,Right,Medium,Medium,12,13,13,36,15,19,14,17,29,26,40,46,69,76,40,59,66,42,73,11,34,20,11,35,24,14,17,18,83,76,79,85,84
Dani Rojas,83,Right,High,Medium,79,83,80,77,90,84,72,73,69,82,85,82,82,81,71,85,80,83,76,81,63,20,84,75,82,16,29,21,10,11,7,8,12
Florian Wirtz,91,Right,High,Medium,77,78,39,82,68,86,76,54,82,88,76,79,85,80,82,67,52,79,50,70,63,45,78,85,60,55,57,44,14,14,13,6,10
Antony Matheus dos Santos,88,Left,High,Medium,79,76,45,75,67,85,80,74,62,88,95,91,92,75,85,73,57,79,62,76,76,39,76,79,66,46,37,21,9,10,14,8,13
Darwin Núñez,89,Right,High,High,67,83,76,69,78,76,75,61,60,77,91,88,78,84,67,86,76,89,88,75,78,41,84,71,78,36,39,33,14,10,12,10,13
Nico Schlotterbeck,88,Left,High,High,48,49,85,77,51,72,49,35,79,71,77,76,68,81,66,75,77,73,81,60,79,82,56,67,38,83,87,80,8,10,8,14,13
Bukayo Saka,89,Left,High,Medium,81,77,45,80,70,84,80,69,65,82,87,82,83,82,83,72,54,80,58,69,66,68,82,81,70,65,69,67,7,8,13,9,13
Daniel Olmo Carvajal,87,Right,Medium,High,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,77,54,77,51,57,82,83,66,50,50,44,15,15,13,12,11
Aurélien Tchouaméni,89,Right,Medium,High,68,67,74,85,50,78,76,53,84,80,68,71,73,83,70,78,74,84,82,75,82,85,75,82,55,81,83,78,9,8,12,12,7
Ferran Torres García,88,Right,High,Medium,79,80,75,81,74,84,76,60,78,84,87,81,83,82,78,79,75,73,69,76,54,34,86,82,74,35,24,28,12,9,11,15,12
Noussair Mazraoui,86,Right,High,Low,79,69,65,83,56,83,69,42,76,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77,44,75,78,80,12,7,13,12,12
Arnaut Danjuma,83,Right,High,Medium,77,85,49,79,58,83,79,59,66,82,85,90,84,79,76,81,67,76,70,78,55,32,81,78,75,35,52,47,15,8,10,8,14
Aaron Ramsdale,86,Right,Medium,Medium,15,14,15,54,16,18,17,16,54,35,47,50,53,80,49,64,66,35,59,15,35,24,18,64,25,20,16,15,83,77,85,78,84
Lucas Tolentino Coelho de Lima,87,Left,High,High,72,79,68,82,74,88,77,74,78,86,71,73,75,81,77,77,78,81,77,77,76,71,80,82,75,67,72,63,14,9,12,11,11
Denzel Dumfries,84,Right,High,Medium,77,67,84,76,38,72,69,35,71,75,78,87,69,82,60,68,90,92,89,54,83,78,74,59,48,76,79,77,10,10,7,13,14
Ruslan Malinovskyi,82,Left,Medium,Medium,79,74,74,85,70,83,85,86,81,86,76,76,69,79,73,92,74,82,81,88,78,66,80,83,84,55,72,50,6,6,12,15,13
Raúl Jiménez,82,Right,Medium,High,73,81,80,81,80,82,75,51,75,80,66,79,72,82,65,84,74,79,85,74,82,53,82,78,92,45,38,30,7,11,13,14,10
Josué Durval Chiamulera Vaz,82,Right,Medium,Medium,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,85,87,82,16,15,13,15,10
Lucas Luciano Mantela Patrício,82,Right,Medium,Medium,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,64,70,44,85,19,20,18,11,70,15,16,18,17,79,87,85,77,81
Ben Chilwell,85,Left,High,Medium,84,58,69,80,65,79,71,67,74,81,77,75,69,81,72,74,86,86,69,47,73,76,78,75,52,78,80,82,10,7,14,7,10
André Miguel Valente da Silva,84,Right,Medium,Medium,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84,36,40,34,14,13,7,11,8
Christian Pulisic,88,Right,Medium,Medium,74,74,50,77,70,88,70,58,59,85,91,84,87,78,88,77,79,76,54,57,45,33,79,80,61,38,32,47,8,12,13,16,14
Jordan Pickford,84,Left,Medium,Medium,17,19,15,58,20,14,18,16,60,40,56,44,57,75,55,65,77,45,70,13,45,24,18,69,45,21,20,12,84,77,87,80,87
Sergi Darder Moll,82,Right,Medium,Medium,75,69,60,86,74,83,84,65,85,84,81,83,81,77,75,83,60,86,75,78,76,75,75,84,60,76,77,75,8,9,9,8,12
Willi Orban,82,Right,Medium,Medium,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,85,85,81,15,12,15,10,6
Idrissa Gueye,82,Right,Medium,High,60,60,69,80,36,76,60,66,76,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55,82,87,83,8,6,8,12,13
Zlatan Ibrahimović,82,Right,Medium,Low,71,84,82,77,87,75,79,74,72,85,55,61,67,77,51,86,77,34,85,85,84,20,88,83,80,28,37,24,13,15,10,9,12
Iñigo Martínez Berridi,82,Left,Medium,Medium,53,42,81,75,37,48,72,55,83,74,70,71,67,81,60,81,91,69,82,74,86,83,52,55,39,82,82,84,12,16,11,13,11
Łukasz Fabiański,82,Right,Medium,Medium,14,13,11,20,17,14,18,12,32,22,50,47,53,74,44,53,69,25,65,20,43,16,15,52,22,14,12,13,82,82,71,83,82
Ivan Rakitić,82,Right,Medium,Medium,84,77,59,87,81,79,88,82,86,84,55,52,68,80,58,85,33,73,70,79,67,79,79,85,82,76,78,74,14,11,12,5,9
Dimitri Payet,82,Right,High,Medium,85,75,59,83,76,84,83,81,80,85,71,69,81,79,74,82,34,67,71,80,54,37,82,87,81,38,37,39,11,15,9,14,12
Rui Pedro dos Santos Patrício,82,Left,Medium,Medium,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,14,13,11,82,80,77,80,83
Olivier Giroud,82,Left,Medium,Medium,64,86,91,78,86,69,71,65,60,85,41,43,54,84,53,86,82,55,90,69,76,42,87,78,90,37,37,20,12,15,11,6,5
Simon Kjær,82,Right,Low,High,50,55,80,75,37,52,52,66,70,69,55,68,55,78,55,74,77,63,83,41,83,84,31,55,61,86,84,78,6,10,13,10,15
Yuri Berchiche Izeta,82,Left,High,Medium,83,61,74,80,63,72,80,55,72,79,79,83,80,80,79,82,87,84,79,76,85,82,62,71,59,80,80,76,12,13,9,8,11
Toby Alderweireld,82,Right,Medium,Medium,64,45,81,77,38,62,63,59,81,74,53,60,54,85,62,78,81,72,76,58,77,83,52,62,58,85,87,82,16,6,14,16,14
Marko Arnautović,82,Right,Medium,Low,77,81,79,81,79,77,79,72,74,84,76,79,70,79,77,84,77,77,87,82,77,38,79,81,79,40,42,39,14,15,10,10,15
César Azpilicueta Tanco,82,Right,Medium,Medium,80,46,78,79,51,68,68,58,79,77,68,61,67,86,73,68,83,76,70,60,87,83,62,72,66,85,85,84,13,9,10,6,5
Philippe Coutinho Correia,82,Right,High,Medium,78,75,48,80,78,89,90,86,77,89,74,53,91,80,92,82,58,74,52,86,59,49,80,82,70,55,54,47,12,7,9,14,6
Christian Eriksen,82,Right,Medium,Low,86,73,52,89,80,77,89,87,90,89,63,60,68,79,78,84,49,59,52,85,46,56,74,86,67,59,57,22,9,14,7,7,6
Raúl Albiol Tortajada,82,Right,Low,High,38,27,77,74,31,59,53,45,72,71,43,33,44,83,50,65,76,42,80,53,83,86,30,64,37,87,86,85,8,6,5,9,8
Sebastián Coates,82,Right,Medium,Medium,17,55,82,73,48,64,39,19,71,68,65,70,37,77,31,50,57,85,93,30,84,82,49,60,70,85,85,84,16,13,15,16,13
Lucas Digne,82,Left,High,Medium,88,60,72,81,68,78,83,83,73,82,80,76,74,81,78,83,92,85,69,76,76,80,73,75,60,76,78,80,6,12,9,6,13
Francisco Román Alarcón Suárez,82,Right,Medium,Medium,78,76,55,81,67,91,88,76,80,90,68,62,79,75,88,69,60,58,58,78,57,61,77,81,74,58,64,51,10,8,12,15,6
Geoffrey Kondogbia,82,Left,Medium,High,64,69,77,83,62,76,64,66,81,79,67,69,73,84,58,87,79,87,91,83,86,85,80,84,53,79,82,80,15,10,10,8,10
Gabriel Armando de Abreu,82,Right,Low,High,67,42,81,80,48,60,57,46,74,69,65,69,65,81,63,61,84,80,82,50,87,87,51,65,51,83,83,82,15,6,15,15,7
José Ignacio Fernández Iglesias,82,Right,Low,High,70,32,79,84,38,64,55,37,67,77,69,79,65,80,75,54,84,80,79,28,80,83,37,53,45,83,83,81,12,7,10,15,7
Kevin Volland,82,Left,High,High,78,85,76,80,85,80,79,80,74,80,71,70,73,83,79,87,76,85,86,84,80,45,85,81,72,36,50,33,8,7,9,7,12
Leonardo Spinazzola,82,Right,High,Medium,83,60,69,78,59,82,66,45,64,80,93,90,80,82,69,68,69,75,66,68,71,80,77,72,59,82,78,75,11,13,12,15,14
Steven Berghuis,82,Left,High,Medium,85,82,48,83,77,80,86,76,82,85,83,78,84,80,75,82,55,80,63,84,72,37,82,83,83,44,37,30,9,11,7,7,15
Anthony Lopes,82,Left,Medium,Medium,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,53,82,36,73,18,45,25,9,48,16,13,15,13,84,78,71,80,86
Luis Muriel,82,Right,High,Medium,71,84,69,80,78,88,79,78,55,83,87,90,85,84,85,81,60,73,72,84,50,16,83,78,89,26,24,22,8,10,10,14,6
Wilfried Zaha,82,Right,High,High,75,81,47,76,68,88,71,54,69,87,90,91,85,74,75,83,58,78,77,72,77,35,76,72,78,34,39,36,15,10,15,11,10
Francesco Acerbi,82,Left,Medium,High,34,37,82,75,39,65,58,56,79,72,61,62,32,83,33,75,70,69,85,60,75,84,20,65,61,85,86,84,11,9,9,13,11
Evan Ndicka,85,Left,High,Medium,68,45,82,78,33,74,59,30,76,78,74,84,54,82,55,65,82,76,81,54,78,79,68,73,33,82,83,77,13,8,7,8,8
Tomáš Souček,83,Right,High,High,69,73,83,79,59,74,63,53,76,77,51,62,52,81,54,73,88,91,84,70,78,83,76,72,70,81,82,79,11,13,5,6,8
Antonín Barák,82,Left,High,Medium,77,79,68,83,72,83,77,72,79,84,75,73,73,80,69,84,60,86,75,80,64,64,79,83,70,61,67,65,14,15,10,12,11
Martin Terrier,84,Right,High,Medium,73,84,75,78,77,79,77,58,72,80,84,86,73,78,70,79,72,73,75,80,55,27,80,77,73,34,31,34,12,5,13,5,8
David Raum,85,Left,High,Medium,89,57,59,73,52,79,81,63,71,77,86,87,77,78,77,64,63,87,76,65,69,74,59,78,49,69,74,73,11,8,14,12,6
Yves Bissouma,86,Right,High,Medium,65,58,65,82,65,81,62,75,78,79,71,73,73,79,77,83,80,82,75,79,77,83,68,76,58,80,85,78,12,8,8,12,8
Alphonse Areola,82,Right,Medium,Medium,20,19,14,48,16,15,16,16,37,22,56,54,58,75,58,56,72,38,80,14,26,23,17,51,25,13,18,12,85,79,75,78,84
Ibrahim Sangaré,86,Right,Medium,High,65,61,71,79,62,76,64,62,76,75,69,64,64,77,72,81,75,85,91,64,76,84,68,74,64,83,82,79,7,13,11,6,7
Jesús Corona,81,Right,Medium,Medium,82,61,70,83,74,85,81,67,70,86,83,82,88,81,91,66,71,82,57,66,73,75,82,83,68,72,74,72,11,6,10,14,9
Thomas Delaney,81,Left,Low,High,68,68,83,77,67,71,71,68,79,75,73,71,72,78,72,78,91,84,77,73,85,83,75,72,60,84,80,82,8,12,11,14,15
Alexandre Lacazette,81,Right,High,High,68,80,75,82,79,83,74,74,72,83,72,68,81,82,82,87,76,68,76,78,74,42,83,76,82,39,45,32,11,6,9,5,6
Nicolò Zaniolo,88,Left,High,Medium,64,77,64,79,60,82,65,60,68,85,89,86,79,77,76,79,65,75,86,72,89,60,86,76,60,64,63,58,8,11,11,13,5
Norberto Murara Neto,81,Right,Medium,Medium,11,15,14,36,12,19,12,13,41,24,56,52,59,77,49,58,83,40,61,20,40,15,11,42,22,17,14,15,82,78,77,78,80
Ibrahima Konaté,88,Right,Medium,High,38,29,79,75,28,67,32,27,69,69,69,85,60,75,54,45,75,65,87,31,80,82,37,51,41,80,85,79,9,7,9,9,15
Pedro Antonio Porro Sauceda,87,Right,High,Medium,81,65,68,75,60,80,78,67,74,83,80,84,78,78,71,83,59,91,74,75,74,76,77,72,66,74,78,75,15,7,14,5,7
Marc Cucurella Saseta,85,Left,High,High,81,68,57,79,55,81,78,57,79,80,78,74,78,82,83,73,77,88,66,65,76,77,77,78,59,79,80,77,13,7,9,10,11
Lisandro Martínez,86,Left,Medium,High,75,52,75,80,56,76,63,55,82,79,74,71,73,77,79,72,91,85,81,66,84,82,62,73,55,83,82,81,6,14,13,14,8
Matheus Santos Carneiro Da Cunha,86,Right,Medium,Medium,75,84,65,78,75,86,77,64,67,84,81,86,85,82,70,83,74,81,72,82,68,24,83,77,74,29,28,32,8,7,13,13,11
Pedro António Pereira Gonçalves,86,Right,High,Medium,75,84,40,83,79,83,79,72,78,84,77,76,83,84,87,78,43,81,58,76,64,66,84,81,74,57,57,50,15,11,15,7,8
Mehdi Taremi,81,Right,Medium,Medium,70,83,73,79,75,81,74,46,67,85,78,77,73,82,65,81,74,82,78,71,46,23,85,79,76,38,41,25,9,11,9,15,8
Rodrygo Silva de Goes,88,Right,Medium,Medium,74,80,62,77,67,84,80,73,64,83,88,88,87,78,85,73,74,81,42,74,54,21,79,73,74,25,36,32,9,8,12,8,5
Edmond Tapsoba,86,Right,Medium,High,39,57,82,80,33,66,54,32,78,74,74,67,66,79,64,74,78,75,83,30,74,83,34,66,77,82,86,77,5,10,13,7,15
Dejan Kulusevski,87,Left,High,Medium,83,77,54,82,80,85,84,61,70,85,77,78,79,80,69,76,66,83,78,82,67,55,78,81,65,50,64,58,14,5,10,10,5
Bruno Guimarães Moura,86,Right,High,High,68,68,61,84,66,81,75,62,83,82,68,69,74,80,78,64,62,84,75,67,77,78,72,82,65,77,79,74,7,11,15,11,11
Joško Gvardiol,89,Left,High,High,61,42,77,76,54,75,59,59,74,76,80,84,68,77,65,76,84,79,84,56,85,80,58,65,61,77,83,83,5,8,6,9,11
Jamal Musiala,90,Right,Medium,Medium,66,76,49,83,63,88,64,48,75,86,81,72,91,82,92,71,55,77,53,73,59,65,76,78,51,64,63,69,6,9,8,8,11
Sam Obisanya,88,Right,High,High,81,73,64,79,64,83,84,62,74,80,90,88,79,75,79,76,67,82,72,74,68,74,77,80,72,71,73,69,14,9,15,14,14
Pablo Sarabia García,81,Left,High,Medium,81,78,61,84,64,83,84,74,79,84,74,73,81,79,80,75,31,71,59,77,49,58,81,83,72,60,54,49,16,7,15,6,14
Marc Bartra Aregall,81,Right,High,Medium,57,55,79,81,43,70,66,51,79,78,70,72,69,82,71,73,89,68,74,68,77,83,61,76,52,79,81,82,10,15,13,12,8
Felipe Augusto de Almeida Monteiro,81,Right,Low,High,45,40,81,76,44,57,32,32,69,64,52,64,60,77,47,54,90,62,90,41,89,82,34,50,47,83,80,79,9,11,14,9,7
Harry Maguire,82,Right,High,Medium,51,48,85,78,49,71,57,46,80,73,44,52,39,77,33,82,87,70,90,52,84,82,61,68,68,77,82,76,14,16,9,14,9
Juan Heberto Mestres de Mesquita,81,Right,High,Medium,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,77,85,84,18,12,14,11,18
